series,period,year,date,value
CUUR0000SA0,M01,1913,1913-01-01,9.8
CUUR0000SA0,M02,1913,1913-02-01,9.8
CUUR0000SA0,M03,1913,1913-03-01,9.8
CUUR0000SA0,M04,1913,1913-04-01,9.8
CUUR0000SA0,M05,1913,1913-05-01,9.7
CUUR0000SA0,M06,1913,1913-06-01,9.8
CUUR0000SA0,M07,1913,1913-07-01,9.9
CUUR0000SA0,M08,1913,1913-08-01,9.9
CUUR0000SA0,M09,1913,1913-09-01,10.0
CUUR0000SA0,M10,1913,1913-10-01,10.0
CUUR0000SA0,M11,1913,1913-11-01,10.1
CUUR0000SA0,M12,1913,1913-12-01,10.0
CUUR0000SA0,M13,1913,1913-01-01,9.9
CUUR0000SA0,M01,1914,1914-01-01,10.0
CUUR0000SA0,M02,1914,1914-02-01,9.9
CUUR0000SA0,M03,1914,1914-03-01,9.9
CUUR0000SA0,M04,1914,1914-04-01,9.8
CUUR0000SA0,M05,1914,1914-05-01,9.9
CUUR0000SA0,M06,1914,1914-06-01,9.9
CUUR0000SA0,M07,1914,1914-07-01,10.0
CUUR0000SA0,M08,1914,1914-08-01,10.2
CUUR0000SA0,M09,1914,1914-09-01,10.2
CUUR0000SA0,M10,1914,1914-10-01,10.1
CUUR0000SA0,M11,1914,1914-11-01,10.2
CUUR0000SA0,M12,1914,1914-12-01,10.1
CUUR0000SA0,M13,1914,1914-01-01,10.0
CUUR0000SA0,M01,1915,1915-01-01,10.1
CUUR0000SA0,M02,1915,1915-02-01,10.0
CUUR0000SA0,M03,1915,1915-03-01,9.9
CUUR0000SA0,M04,1915,1915-04-01,10.0
CUUR0000SA0,M05,1915,1915-05-01,10.1
CUUR0000SA0,M06,1915,1915-06-01,10.1
CUUR0000SA0,M07,1915,1915-07-01,10.1
CUUR0000SA0,M08,1915,1915-08-01,10.1
CUUR0000SA0,M09,1915,1915-09-01,10.1
CUUR0000SA0,M10,1915,1915-10-01,10.2
CUUR0000SA0,M11,1915,1915-11-01,10.3
CUUR0000SA0,M12,1915,1915-12-01,10.3
CUUR0000SA0,M13,1915,1915-01-01,10.1
CUUR0000SA0,M01,1916,1916-01-01,10.4
CUUR0000SA0,M02,1916,1916-02-01,10.4
CUUR0000SA0,M03,1916,1916-03-01,10.5
CUUR0000SA0,M04,1916,1916-04-01,10.6
CUUR0000SA0,M05,1916,1916-05-01,10.7
CUUR0000SA0,M06,1916,1916-06-01,10.8
CUUR0000SA0,M07,1916,1916-07-01,10.8
CUUR0000SA0,M08,1916,1916-08-01,10.9
CUUR0000SA0,M09,1916,1916-09-01,11.1
CUUR0000SA0,M10,1916,1916-10-01,11.3
CUUR0000SA0,M11,1916,1916-11-01,11.5
CUUR0000SA0,M12,1916,1916-12-01,11.6
CUUR0000SA0,M13,1916,1916-01-01,10.9
CUUR0000SA0,M01,1917,1917-01-01,11.7
CUUR0000SA0,M02,1917,1917-02-01,12.0
CUUR0000SA0,M03,1917,1917-03-01,12.0
CUUR0000SA0,M04,1917,1917-04-01,12.6
CUUR0000SA0,M05,1917,1917-05-01,12.8
CUUR0000SA0,M06,1917,1917-06-01,13.0
CUUR0000SA0,M07,1917,1917-07-01,12.8
CUUR0000SA0,M08,1917,1917-08-01,13.0
CUUR0000SA0,M09,1917,1917-09-01,13.3
CUUR0000SA0,M10,1917,1917-10-01,13.5
CUUR0000SA0,M11,1917,1917-11-01,13.5
CUUR0000SA0,M12,1917,1917-12-01,13.7
CUUR0000SA0,M13,1917,1917-01-01,12.8
CUUR0000SA0,M01,1918,1918-01-01,14.0
CUUR0000SA0,M02,1918,1918-02-01,14.1
CUUR0000SA0,M03,1918,1918-03-01,14.0
CUUR0000SA0,M04,1918,1918-04-01,14.2
CUUR0000SA0,M05,1918,1918-05-01,14.5
CUUR0000SA0,M06,1918,1918-06-01,14.7
CUUR0000SA0,M07,1918,1918-07-01,15.1
CUUR0000SA0,M08,1918,1918-08-01,15.4
CUUR0000SA0,M09,1918,1918-09-01,15.7
CUUR0000SA0,M10,1918,1918-10-01,16.0
CUUR0000SA0,M11,1918,1918-11-01,16.3
CUUR0000SA0,M12,1918,1918-12-01,16.5
CUUR0000SA0,M13,1918,1918-01-01,15.1
CUUR0000SA0,M01,1919,1919-01-01,16.5
CUUR0000SA0,M02,1919,1919-02-01,16.2
CUUR0000SA0,M03,1919,1919-03-01,16.4
CUUR0000SA0,M04,1919,1919-04-01,16.7
CUUR0000SA0,M05,1919,1919-05-01,16.9
CUUR0000SA0,M06,1919,1919-06-01,16.9
CUUR0000SA0,M07,1919,1919-07-01,17.4
CUUR0000SA0,M08,1919,1919-08-01,17.7
CUUR0000SA0,M09,1919,1919-09-01,17.8
CUUR0000SA0,M10,1919,1919-10-01,18.1
CUUR0000SA0,M11,1919,1919-11-01,18.5
CUUR0000SA0,M12,1919,1919-12-01,18.9
CUUR0000SA0,M13,1919,1919-01-01,17.3
CUUR0000SA0,M01,1920,1920-01-01,19.3
CUUR0000SA0,M02,1920,1920-02-01,19.5
CUUR0000SA0,M03,1920,1920-03-01,19.7
CUUR0000SA0,M04,1920,1920-04-01,20.3
CUUR0000SA0,M05,1920,1920-05-01,20.6
CUUR0000SA0,M06,1920,1920-06-01,20.9
CUUR0000SA0,M07,1920,1920-07-01,20.8
CUUR0000SA0,M08,1920,1920-08-01,20.3
CUUR0000SA0,M09,1920,1920-09-01,20.0
CUUR0000SA0,M10,1920,1920-10-01,19.9
CUUR0000SA0,M11,1920,1920-11-01,19.8
CUUR0000SA0,M12,1920,1920-12-01,19.4
CUUR0000SA0,M13,1920,1920-01-01,20.0
CUUR0000SA0,M01,1921,1921-01-01,19.0
CUUR0000SA0,M02,1921,1921-02-01,18.4
CUUR0000SA0,M03,1921,1921-03-01,18.3
CUUR0000SA0,M04,1921,1921-04-01,18.1
CUUR0000SA0,M05,1921,1921-05-01,17.7
CUUR0000SA0,M06,1921,1921-06-01,17.6
CUUR0000SA0,M07,1921,1921-07-01,17.7
CUUR0000SA0,M08,1921,1921-08-01,17.7
CUUR0000SA0,M09,1921,1921-09-01,17.5
CUUR0000SA0,M10,1921,1921-10-01,17.5
CUUR0000SA0,M11,1921,1921-11-01,17.4
CUUR0000SA0,M12,1921,1921-12-01,17.3
CUUR0000SA0,M13,1921,1921-01-01,17.9
CUUR0000SA0,M01,1922,1922-01-01,16.9
CUUR0000SA0,M02,1922,1922-02-01,16.9
CUUR0000SA0,M03,1922,1922-03-01,16.7
CUUR0000SA0,M04,1922,1922-04-01,16.7
CUUR0000SA0,M05,1922,1922-05-01,16.7
CUUR0000SA0,M06,1922,1922-06-01,16.7
CUUR0000SA0,M07,1922,1922-07-01,16.8
CUUR0000SA0,M08,1922,1922-08-01,16.6
CUUR0000SA0,M09,1922,1922-09-01,16.6
CUUR0000SA0,M10,1922,1922-10-01,16.7
CUUR0000SA0,M11,1922,1922-11-01,16.8
CUUR0000SA0,M12,1922,1922-12-01,16.9
CUUR0000SA0,M13,1922,1922-01-01,16.8
CUUR0000SA0,M01,1923,1923-01-01,16.8
CUUR0000SA0,M02,1923,1923-02-01,16.8
CUUR0000SA0,M03,1923,1923-03-01,16.8
CUUR0000SA0,M04,1923,1923-04-01,16.9
CUUR0000SA0,M05,1923,1923-05-01,16.9
CUUR0000SA0,M06,1923,1923-06-01,17.0
CUUR0000SA0,M07,1923,1923-07-01,17.2
CUUR0000SA0,M08,1923,1923-08-01,17.1
CUUR0000SA0,M09,1923,1923-09-01,17.2
CUUR0000SA0,M10,1923,1923-10-01,17.3
CUUR0000SA0,M11,1923,1923-11-01,17.3
CUUR0000SA0,M12,1923,1923-12-01,17.3
CUUR0000SA0,M13,1923,1923-01-01,17.1
CUUR0000SA0,M01,1924,1924-01-01,17.3
CUUR0000SA0,M02,1924,1924-02-01,17.2
CUUR0000SA0,M03,1924,1924-03-01,17.1
CUUR0000SA0,M04,1924,1924-04-01,17.0
CUUR0000SA0,M05,1924,1924-05-01,17.0
CUUR0000SA0,M06,1924,1924-06-01,17.0
CUUR0000SA0,M07,1924,1924-07-01,17.1
CUUR0000SA0,M08,1924,1924-08-01,17.0
CUUR0000SA0,M09,1924,1924-09-01,17.1
CUUR0000SA0,M10,1924,1924-10-01,17.2
CUUR0000SA0,M11,1924,1924-11-01,17.2
CUUR0000SA0,M12,1924,1924-12-01,17.3
CUUR0000SA0,M13,1924,1924-01-01,17.1
CUUR0000SA0,M01,1925,1925-01-01,17.3
CUUR0000SA0,M02,1925,1925-02-01,17.2
CUUR0000SA0,M03,1925,1925-03-01,17.3
CUUR0000SA0,M04,1925,1925-04-01,17.2
CUUR0000SA0,M05,1925,1925-05-01,17.3
CUUR0000SA0,M06,1925,1925-06-01,17.5
CUUR0000SA0,M07,1925,1925-07-01,17.7
CUUR0000SA0,M08,1925,1925-08-01,17.7
CUUR0000SA0,M09,1925,1925-09-01,17.7
CUUR0000SA0,M10,1925,1925-10-01,17.7
CUUR0000SA0,M11,1925,1925-11-01,18.0
CUUR0000SA0,M12,1925,1925-12-01,17.9
CUUR0000SA0,M13,1925,1925-01-01,17.5
CUUR0000SA0,M01,1926,1926-01-01,17.9
CUUR0000SA0,M02,1926,1926-02-01,17.9
CUUR0000SA0,M03,1926,1926-03-01,17.8
CUUR0000SA0,M04,1926,1926-04-01,17.9
CUUR0000SA0,M05,1926,1926-05-01,17.8
CUUR0000SA0,M06,1926,1926-06-01,17.7
CUUR0000SA0,M07,1926,1926-07-01,17.5
CUUR0000SA0,M08,1926,1926-08-01,17.4
CUUR0000SA0,M09,1926,1926-09-01,17.5
CUUR0000SA0,M10,1926,1926-10-01,17.6
CUUR0000SA0,M11,1926,1926-11-01,17.7
CUUR0000SA0,M12,1926,1926-12-01,17.7
CUUR0000SA0,M13,1926,1926-01-01,17.7
CUUR0000SA0,M01,1927,1927-01-01,17.5
CUUR0000SA0,M02,1927,1927-02-01,17.4
CUUR0000SA0,M03,1927,1927-03-01,17.3
CUUR0000SA0,M04,1927,1927-04-01,17.3
CUUR0000SA0,M05,1927,1927-05-01,17.4
CUUR0000SA0,M06,1927,1927-06-01,17.6
CUUR0000SA0,M07,1927,1927-07-01,17.3
CUUR0000SA0,M08,1927,1927-08-01,17.2
CUUR0000SA0,M09,1927,1927-09-01,17.3
CUUR0000SA0,M10,1927,1927-10-01,17.4
CUUR0000SA0,M11,1927,1927-11-01,17.3
CUUR0000SA0,M12,1927,1927-12-01,17.3
CUUR0000SA0,M13,1927,1927-01-01,17.4
CUUR0000SA0,M01,1928,1928-01-01,17.3
CUUR0000SA0,M02,1928,1928-02-01,17.1
CUUR0000SA0,M03,1928,1928-03-01,17.1
CUUR0000SA0,M04,1928,1928-04-01,17.1
CUUR0000SA0,M05,1928,1928-05-01,17.2
CUUR0000SA0,M06,1928,1928-06-01,17.1
CUUR0000SA0,M07,1928,1928-07-01,17.1
CUUR0000SA0,M08,1928,1928-08-01,17.1
CUUR0000SA0,M09,1928,1928-09-01,17.3
CUUR0000SA0,M10,1928,1928-10-01,17.2
CUUR0000SA0,M11,1928,1928-11-01,17.2
CUUR0000SA0,M12,1928,1928-12-01,17.1
CUUR0000SA0,M13,1928,1928-01-01,17.1
CUUR0000SA0,M01,1929,1929-01-01,17.1
CUUR0000SA0,M02,1929,1929-02-01,17.1
CUUR0000SA0,M03,1929,1929-03-01,17.0
CUUR0000SA0,M04,1929,1929-04-01,16.9
CUUR0000SA0,M05,1929,1929-05-01,17.0
CUUR0000SA0,M06,1929,1929-06-01,17.1
CUUR0000SA0,M07,1929,1929-07-01,17.3
CUUR0000SA0,M08,1929,1929-08-01,17.3
CUUR0000SA0,M09,1929,1929-09-01,17.3
CUUR0000SA0,M10,1929,1929-10-01,17.3
CUUR0000SA0,M11,1929,1929-11-01,17.3
CUUR0000SA0,M12,1929,1929-12-01,17.2
CUUR0000SA0,M13,1929,1929-01-01,17.1
CUUR0000SA0,M01,1930,1930-01-01,17.1
CUUR0000SA0,M02,1930,1930-02-01,17.0
CUUR0000SA0,M03,1930,1930-03-01,16.9
CUUR0000SA0,M04,1930,1930-04-01,17.0
CUUR0000SA0,M05,1930,1930-05-01,16.9
CUUR0000SA0,M06,1930,1930-06-01,16.8
CUUR0000SA0,M07,1930,1930-07-01,16.6
CUUR0000SA0,M08,1930,1930-08-01,16.5
CUUR0000SA0,M09,1930,1930-09-01,16.6
CUUR0000SA0,M10,1930,1930-10-01,16.5
CUUR0000SA0,M11,1930,1930-11-01,16.4
CUUR0000SA0,M12,1930,1930-12-01,16.1
CUUR0000SA0,M13,1930,1930-01-01,16.7
CUUR0000SA0,M01,1931,1931-01-01,15.9
CUUR0000SA0,M02,1931,1931-02-01,15.7
CUUR0000SA0,M03,1931,1931-03-01,15.6
CUUR0000SA0,M04,1931,1931-04-01,15.5
CUUR0000SA0,M05,1931,1931-05-01,15.3
CUUR0000SA0,M06,1931,1931-06-01,15.1
CUUR0000SA0,M07,1931,1931-07-01,15.1
CUUR0000SA0,M08,1931,1931-08-01,15.1
CUUR0000SA0,M09,1931,1931-09-01,15.0
CUUR0000SA0,M10,1931,1931-10-01,14.9
CUUR0000SA0,M11,1931,1931-11-01,14.7
CUUR0000SA0,M12,1931,1931-12-01,14.6
CUUR0000SA0,M13,1931,1931-01-01,15.2
CUUR0000SA0,M01,1932,1932-01-01,14.3
CUUR0000SA0,M02,1932,1932-02-01,14.1
CUUR0000SA0,M03,1932,1932-03-01,14.0
CUUR0000SA0,M04,1932,1932-04-01,13.9
CUUR0000SA0,M05,1932,1932-05-01,13.7
CUUR0000SA0,M06,1932,1932-06-01,13.6
CUUR0000SA0,M07,1932,1932-07-01,13.6
CUUR0000SA0,M08,1932,1932-08-01,13.5
CUUR0000SA0,M09,1932,1932-09-01,13.4
CUUR0000SA0,M10,1932,1932-10-01,13.3
CUUR0000SA0,M11,1932,1932-11-01,13.2
CUUR0000SA0,M12,1932,1932-12-01,13.1
CUUR0000SA0,M13,1932,1932-01-01,13.7
CUUR0000SA0,M01,1933,1933-01-01,12.9
CUUR0000SA0,M02,1933,1933-02-01,12.7
CUUR0000SA0,M03,1933,1933-03-01,12.6
CUUR0000SA0,M04,1933,1933-04-01,12.6
CUUR0000SA0,M05,1933,1933-05-01,12.6
CUUR0000SA0,M06,1933,1933-06-01,12.7
CUUR0000SA0,M07,1933,1933-07-01,13.1
CUUR0000SA0,M08,1933,1933-08-01,13.2
CUUR0000SA0,M09,1933,1933-09-01,13.2
CUUR0000SA0,M10,1933,1933-10-01,13.2
CUUR0000SA0,M11,1933,1933-11-01,13.2
CUUR0000SA0,M12,1933,1933-12-01,13.2
CUUR0000SA0,M13,1933,1933-01-01,13.0
CUUR0000SA0,M01,1934,1934-01-01,13.2
CUUR0000SA0,M02,1934,1934-02-01,13.3
CUUR0000SA0,M03,1934,1934-03-01,13.3
CUUR0000SA0,M04,1934,1934-04-01,13.3
CUUR0000SA0,M05,1934,1934-05-01,13.3
CUUR0000SA0,M06,1934,1934-06-01,13.4
CUUR0000SA0,M07,1934,1934-07-01,13.4
CUUR0000SA0,M08,1934,1934-08-01,13.4
CUUR0000SA0,M09,1934,1934-09-01,13.6
CUUR0000SA0,M10,1934,1934-10-01,13.5
CUUR0000SA0,M11,1934,1934-11-01,13.5
CUUR0000SA0,M12,1934,1934-12-01,13.4
CUUR0000SA0,M13,1934,1934-01-01,13.4
CUUR0000SA0,M01,1935,1935-01-01,13.6
CUUR0000SA0,M02,1935,1935-02-01,13.7
CUUR0000SA0,M03,1935,1935-03-01,13.7
CUUR0000SA0,M04,1935,1935-04-01,13.8
CUUR0000SA0,M05,1935,1935-05-01,13.8
CUUR0000SA0,M06,1935,1935-06-01,13.7
CUUR0000SA0,M07,1935,1935-07-01,13.7
CUUR0000SA0,M08,1935,1935-08-01,13.7
CUUR0000SA0,M09,1935,1935-09-01,13.7
CUUR0000SA0,M10,1935,1935-10-01,13.7
CUUR0000SA0,M11,1935,1935-11-01,13.8
CUUR0000SA0,M12,1935,1935-12-01,13.8
CUUR0000SA0,M13,1935,1935-01-01,13.7
CUUR0000SA0,M01,1936,1936-01-01,13.8
CUUR0000SA0,M02,1936,1936-02-01,13.8
CUUR0000SA0,M03,1936,1936-03-01,13.7
CUUR0000SA0,M04,1936,1936-04-01,13.7
CUUR0000SA0,M05,1936,1936-05-01,13.7
CUUR0000SA0,M06,1936,1936-06-01,13.8
CUUR0000SA0,M07,1936,1936-07-01,13.9
CUUR0000SA0,M08,1936,1936-08-01,14.0
CUUR0000SA0,M09,1936,1936-09-01,14.0
CUUR0000SA0,M10,1936,1936-10-01,14.0
CUUR0000SA0,M11,1936,1936-11-01,14.0
CUUR0000SA0,M12,1936,1936-12-01,14.0
CUUR0000SA0,M13,1936,1936-01-01,13.9
CUUR0000SA0,M01,1937,1937-01-01,14.1
CUUR0000SA0,M02,1937,1937-02-01,14.1
CUUR0000SA0,M03,1937,1937-03-01,14.2
CUUR0000SA0,M04,1937,1937-04-01,14.3
CUUR0000SA0,M05,1937,1937-05-01,14.4
CUUR0000SA0,M06,1937,1937-06-01,14.4
CUUR0000SA0,M07,1937,1937-07-01,14.5
CUUR0000SA0,M08,1937,1937-08-01,14.5
CUUR0000SA0,M09,1937,1937-09-01,14.6
CUUR0000SA0,M10,1937,1937-10-01,14.6
CUUR0000SA0,M11,1937,1937-11-01,14.5
CUUR0000SA0,M12,1937,1937-12-01,14.4
CUUR0000SA0,M13,1937,1937-01-01,14.4
CUUR0000SA0,M01,1938,1938-01-01,14.2
CUUR0000SA0,M02,1938,1938-02-01,14.1
CUUR0000SA0,M03,1938,1938-03-01,14.1
CUUR0000SA0,M04,1938,1938-04-01,14.2
CUUR0000SA0,M05,1938,1938-05-01,14.1
CUUR0000SA0,M06,1938,1938-06-01,14.1
CUUR0000SA0,M07,1938,1938-07-01,14.1
CUUR0000SA0,M08,1938,1938-08-01,14.1
CUUR0000SA0,M09,1938,1938-09-01,14.1
CUUR0000SA0,M10,1938,1938-10-01,14.0
CUUR0000SA0,M11,1938,1938-11-01,14.0
CUUR0000SA0,M12,1938,1938-12-01,14.0
CUUR0000SA0,M13,1938,1938-01-01,14.1
CUUR0000SA0,M01,1939,1939-01-01,14.0
CUUR0000SA0,M02,1939,1939-02-01,13.9
CUUR0000SA0,M03,1939,1939-03-01,13.9
CUUR0000SA0,M04,1939,1939-04-01,13.8
CUUR0000SA0,M05,1939,1939-05-01,13.8
CUUR0000SA0,M06,1939,1939-06-01,13.8
CUUR0000SA0,M07,1939,1939-07-01,13.8
CUUR0000SA0,M08,1939,1939-08-01,13.8
CUUR0000SA0,M09,1939,1939-09-01,14.1
CUUR0000SA0,M10,1939,1939-10-01,14.0
CUUR0000SA0,M11,1939,1939-11-01,14.0
CUUR0000SA0,M12,1939,1939-12-01,14.0
CUUR0000SA0,M13,1939,1939-01-01,13.9
CUUR0000SA0,M01,1940,1940-01-01,13.9
CUUR0000SA0,M02,1940,1940-02-01,14.0
CUUR0000SA0,M03,1940,1940-03-01,14.0
CUUR0000SA0,M04,1940,1940-04-01,14.0
CUUR0000SA0,M05,1940,1940-05-01,14.0
CUUR0000SA0,M06,1940,1940-06-01,14.1
CUUR0000SA0,M07,1940,1940-07-01,14.0
CUUR0000SA0,M08,1940,1940-08-01,14.0
CUUR0000SA0,M09,1940,1940-09-01,14.0
CUUR0000SA0,M10,1940,1940-10-01,14.0
CUUR0000SA0,M11,1940,1940-11-01,14.0
CUUR0000SA0,M12,1940,1940-12-01,14.1
CUUR0000SA0,M13,1940,1940-01-01,14.0
CUUR0000SA0,M01,1941,1941-01-01,14.1
CUUR0000SA0,M02,1941,1941-02-01,14.1
CUUR0000SA0,M03,1941,1941-03-01,14.2
CUUR0000SA0,M04,1941,1941-04-01,14.3
CUUR0000SA0,M05,1941,1941-05-01,14.4
CUUR0000SA0,M06,1941,1941-06-01,14.7
CUUR0000SA0,M07,1941,1941-07-01,14.7
CUUR0000SA0,M08,1941,1941-08-01,14.9
CUUR0000SA0,M09,1941,1941-09-01,15.1
CUUR0000SA0,M10,1941,1941-10-01,15.3
CUUR0000SA0,M11,1941,1941-11-01,15.4
CUUR0000SA0,M12,1941,1941-12-01,15.5
CUUR0000SA0,M13,1941,1941-01-01,14.7
CUUR0000SA0,M01,1942,1942-01-01,15.7
CUUR0000SA0,M02,1942,1942-02-01,15.8
CUUR0000SA0,M03,1942,1942-03-01,16.0
CUUR0000SA0,M04,1942,1942-04-01,16.1
CUUR0000SA0,M05,1942,1942-05-01,16.3
CUUR0000SA0,M06,1942,1942-06-01,16.3
CUUR0000SA0,M07,1942,1942-07-01,16.4
CUUR0000SA0,M08,1942,1942-08-01,16.5
CUUR0000SA0,M09,1942,1942-09-01,16.5
CUUR0000SA0,M10,1942,1942-10-01,16.7
CUUR0000SA0,M11,1942,1942-11-01,16.8
CUUR0000SA0,M12,1942,1942-12-01,16.9
CUUR0000SA0,M13,1942,1942-01-01,16.3
CUUR0000SA0,M01,1943,1943-01-01,16.9
CUUR0000SA0,M02,1943,1943-02-01,16.9
CUUR0000SA0,M03,1943,1943-03-01,17.2
CUUR0000SA0,M04,1943,1943-04-01,17.4
CUUR0000SA0,M05,1943,1943-05-01,17.5
CUUR0000SA0,M06,1943,1943-06-01,17.5
CUUR0000SA0,M07,1943,1943-07-01,17.4
CUUR0000SA0,M08,1943,1943-08-01,17.3
CUUR0000SA0,M09,1943,1943-09-01,17.4
CUUR0000SA0,M10,1943,1943-10-01,17.4
CUUR0000SA0,M11,1943,1943-11-01,17.4
CUUR0000SA0,M12,1943,1943-12-01,17.4
CUUR0000SA0,M13,1943,1943-01-01,17.3
CUUR0000SA0,M01,1944,1944-01-01,17.4
CUUR0000SA0,M02,1944,1944-02-01,17.4
CUUR0000SA0,M03,1944,1944-03-01,17.4
CUUR0000SA0,M04,1944,1944-04-01,17.5
CUUR0000SA0,M05,1944,1944-05-01,17.5
CUUR0000SA0,M06,1944,1944-06-01,17.6
CUUR0000SA0,M07,1944,1944-07-01,17.7
CUUR0000SA0,M08,1944,1944-08-01,17.7
CUUR0000SA0,M09,1944,1944-09-01,17.7
CUUR0000SA0,M10,1944,1944-10-01,17.7
CUUR0000SA0,M11,1944,1944-11-01,17.7
CUUR0000SA0,M12,1944,1944-12-01,17.8
CUUR0000SA0,M13,1944,1944-01-01,17.6
CUUR0000SA0,M01,1945,1945-01-01,17.8
CUUR0000SA0,M02,1945,1945-02-01,17.8
CUUR0000SA0,M03,1945,1945-03-01,17.8
CUUR0000SA0,M04,1945,1945-04-01,17.8
CUUR0000SA0,M05,1945,1945-05-01,17.9
CUUR0000SA0,M06,1945,1945-06-01,18.1
CUUR0000SA0,M07,1945,1945-07-01,18.1
CUUR0000SA0,M08,1945,1945-08-01,18.1
CUUR0000SA0,M09,1945,1945-09-01,18.1
CUUR0000SA0,M10,1945,1945-10-01,18.1
CUUR0000SA0,M11,1945,1945-11-01,18.1
CUUR0000SA0,M12,1945,1945-12-01,18.2
CUUR0000SA0,M13,1945,1945-01-01,18.0
CUUR0000SA0,M01,1946,1946-01-01,18.2
CUUR0000SA0,M02,1946,1946-02-01,18.1
CUUR0000SA0,M03,1946,1946-03-01,18.3
CUUR0000SA0,M04,1946,1946-04-01,18.4
CUUR0000SA0,M05,1946,1946-05-01,18.5
CUUR0000SA0,M06,1946,1946-06-01,18.7
CUUR0000SA0,M07,1946,1946-07-01,19.8
CUUR0000SA0,M08,1946,1946-08-01,20.2
CUUR0000SA0,M09,1946,1946-09-01,20.4
CUUR0000SA0,M10,1946,1946-10-01,20.8
CUUR0000SA0,M11,1946,1946-11-01,21.3
CUUR0000SA0,M12,1946,1946-12-01,21.5
CUUR0000SA0,M13,1946,1946-01-01,19.5
CUUR0000SA0,M01,1947,1947-01-01,21.5
CUUR0000SA0,M02,1947,1947-02-01,21.5
CUUR0000SA0,M03,1947,1947-03-01,21.9
CUUR0000SA0,M04,1947,1947-04-01,21.9
CUUR0000SA0,M05,1947,1947-05-01,21.9
CUUR0000SA0,M06,1947,1947-06-01,22.0
CUUR0000SA0,M07,1947,1947-07-01,22.2
CUUR0000SA0,M08,1947,1947-08-01,22.5
CUUR0000SA0,M09,1947,1947-09-01,23.0
CUUR0000SA0,M10,1947,1947-10-01,23.0
CUUR0000SA0,M11,1947,1947-11-01,23.1
CUUR0000SA0,M12,1947,1947-12-01,23.4
CUUR0000SA0,M13,1947,1947-01-01,22.3
CUUR0000SA0,M01,1948,1948-01-01,23.7
CUUR0000SA0,M02,1948,1948-02-01,23.5
CUUR0000SA0,M03,1948,1948-03-01,23.4
CUUR0000SA0,M04,1948,1948-04-01,23.8
CUUR0000SA0,M05,1948,1948-05-01,23.9
CUUR0000SA0,M06,1948,1948-06-01,24.1
CUUR0000SA0,M07,1948,1948-07-01,24.4
CUUR0000SA0,M08,1948,1948-08-01,24.5
CUUR0000SA0,M09,1948,1948-09-01,24.5
CUUR0000SA0,M10,1948,1948-10-01,24.4
CUUR0000SA0,M11,1948,1948-11-01,24.2
CUUR0000SA0,M12,1948,1948-12-01,24.1
CUUR0000SA0,M13,1948,1948-01-01,24.1
CUUR0000SA0,M01,1949,1949-01-01,24.0
CUUR0000SA0,M02,1949,1949-02-01,23.8
CUUR0000SA0,M03,1949,1949-03-01,23.8
CUUR0000SA0,M04,1949,1949-04-01,23.9
CUUR0000SA0,M05,1949,1949-05-01,23.8
CUUR0000SA0,M06,1949,1949-06-01,23.9
CUUR0000SA0,M07,1949,1949-07-01,23.7
CUUR0000SA0,M08,1949,1949-08-01,23.8
CUUR0000SA0,M09,1949,1949-09-01,23.9
CUUR0000SA0,M10,1949,1949-10-01,23.7
CUUR0000SA0,M11,1949,1949-11-01,23.8
CUUR0000SA0,M12,1949,1949-12-01,23.6
CUUR0000SA0,M13,1949,1949-01-01,23.8
CUUR0000SA0,M01,1950,1950-01-01,23.5
CUUR0000SA0,M02,1950,1950-02-01,23.5
CUUR0000SA0,M03,1950,1950-03-01,23.6
CUUR0000SA0,M04,1950,1950-04-01,23.6
CUUR0000SA0,M05,1950,1950-05-01,23.7
CUUR0000SA0,M06,1950,1950-06-01,23.8
CUUR0000SA0,M07,1950,1950-07-01,24.1
CUUR0000SA0,M08,1950,1950-08-01,24.3
CUUR0000SA0,M09,1950,1950-09-01,24.4
CUUR0000SA0,M10,1950,1950-10-01,24.6
CUUR0000SA0,M11,1950,1950-11-01,24.7
CUUR0000SA0,M12,1950,1950-12-01,25.0
CUUR0000SA0,M13,1950,1950-01-01,24.1
CUUR0000SA0,M01,1951,1951-01-01,25.4
CUUR0000SA0,M02,1951,1951-02-01,25.7
CUUR0000SA0,M03,1951,1951-03-01,25.8
CUUR0000SA0,M04,1951,1951-04-01,25.8
CUUR0000SA0,M05,1951,1951-05-01,25.9
CUUR0000SA0,M06,1951,1951-06-01,25.9
CUUR0000SA0,M07,1951,1951-07-01,25.9
CUUR0000SA0,M08,1951,1951-08-01,25.9
CUUR0000SA0,M09,1951,1951-09-01,26.1
CUUR0000SA0,M10,1951,1951-10-01,26.2
CUUR0000SA0,M11,1951,1951-11-01,26.4
CUUR0000SA0,M12,1951,1951-12-01,26.5
CUUR0000SA0,M13,1951,1951-01-01,26.0
CUUR0000SA0,M01,1952,1952-01-01,26.5
CUUR0000SA0,M02,1952,1952-02-01,26.3
CUUR0000SA0,M03,1952,1952-03-01,26.3
CUUR0000SA0,M04,1952,1952-04-01,26.4
CUUR0000SA0,M05,1952,1952-05-01,26.4
CUUR0000SA0,M06,1952,1952-06-01,26.5
CUUR0000SA0,M07,1952,1952-07-01,26.7
CUUR0000SA0,M08,1952,1952-08-01,26.7
CUUR0000SA0,M09,1952,1952-09-01,26.7
CUUR0000SA0,M10,1952,1952-10-01,26.7
CUUR0000SA0,M11,1952,1952-11-01,26.7
