series_id,area_code,item_code,seasonal,periodicity_code,base_code,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
CUUSD000SETA01   ,D000,SETA01,U,S,S,1982-84=100,"New vehicles in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD000SETA02   ,D000,SETA02,U,S,S,1982-84=100,"Used cars and trucks in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD000SETB     ,D000,SETB,U,S,S,1982-84=100,"Motor fuel in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD000SETB01   ,D000,SETB01,U,S,S,1982-84=100,"Gasoline (all types) in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD000SS45011  ,D000,SS45011,U,S,S,1982-84=100,"New cars in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD000SS4501A  ,D000,SS4501A,U,S,S,DECEMBER 1997=100,"New cars and trucks in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSD000SS47014  ,D000,SS47014,U,S,S,1982-84=100,"Gasoline, unleaded regular in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD000SS47015  ,D000,SS47015,U,S,S,DECEMBER 1993=100,"Gasoline, unleaded midgrade in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1994,S01,2017,S03
CUUSD000SS47016  ,D000,SS47016,U,S,S,1982-84=100,"Gasoline, unleaded premium in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200AA0      ,D200,AA0,U,S,A,DECEMBER 1977=100,"All items - old base in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SA0      ,D200,SA0,U,S,S,1982-84=100,"All items in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SA0E     ,D200,SA0E,U,S,S,1982-84=100,"Energy in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SA0L1E   ,D200,SA0L1E,U,S,S,1982-84=100,"All items less food and energy in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SA0L2    ,D200,SA0L2,U,S,S,1982-84=100,"All items less shelter in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SA0L5    ,D200,SA0L5,U,S,S,1982-84=100,"All items  less medical care in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SA0LE    ,D200,SA0LE,U,S,S,1982-84=100,"All items less energy in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAA      ,D200,SAA,U,S,S,1982-84=100,"Apparel in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAC      ,D200,SAC,U,S,S,1982-84=100,"Commodities in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SACL1    ,D200,SACL1,U,S,S,1982-84=100,"Commodities less food in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SACL11   ,D200,SACL11,U,S,S,1982-84=100,"Commodities less food and beverages in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAD      ,D200,SAD,U,S,S,1982-84=100,"Durables in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAE      ,D200,SAE,U,S,S,DECEMBER 1997=100,"Education and communication in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSD200SAEC     ,D200,SAEC,U,S,S,DECEMBER 2009=100,"Education and communication commodities in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD200SAES     ,D200,SAES,U,S,S,DECEMBER 2009=100,"Education and communication services in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD200SAF      ,D200,SAF,U,S,S,1982-84=100,"Food and beverages in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAF1     ,D200,SAF1,U,S,S,1982-84=100,"Food in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAF11    ,D200,SAF11,U,S,S,1982-84=100,"Food at home in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAF116   ,D200,SAF116,U,S,S,1982-84=100,"Alcoholic beverages in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAG      ,D200,SAG,U,S,S,1982-84=100,"Other goods and services in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAGC     ,D200,SAGC,U,S,S,DECEMBER 2009=100,"Other goods in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD200SAGS     ,D200,SAGS,U,S,S,DECEMBER 2009=100,"Other personal services in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD200SAH      ,D200,SAH,U,S,S,1982-84=100,"Housing in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAH1     ,D200,SAH1,U,S,S,1982-84=100,"Shelter in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAH2     ,D200,SAH2,U,S,S,1982-84=100,"Fuels and utilities in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAH21    ,D200,SAH21,U,S,S,1982-84=100,"Household energy in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAH3     ,D200,SAH3,U,S,S,1982-84=100,"Household furnishings and operations in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAH31    ,D200,SAH31,U,S,S,DECEMBER 2009=100,"Household furnishings and supplies in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD200SAM      ,D200,SAM,U,S,S,1982-84=100,"Medical care in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAN      ,D200,SAN,U,S,S,1982-84=100,"Nondurables in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SANL1    ,D200,SANL1,U,S,S,1982-84=100,"Nondurables less food in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SANL11   ,D200,SANL11,U,S,S,1982-84=100,"Nondurables less food and beverages in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAR      ,D200,SAR,U,S,S,DECEMBER 1997=100,"Recreation in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSD200SAS      ,D200,SAS,U,S,S,1982-84=100,"Services in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SASL2RS  ,D200,SASL2RS,U,S,S,DECEMBER 1982=100,"Services less rent of shelter in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SASL5    ,D200,SASL5,U,S,S,1982-84=100,"Services less medical care services in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAT      ,D200,SAT,U,S,S,1982-84=100,"Transportation in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SAT1     ,D200,SAT1,U,S,S,1982-84=100,"Private transportation in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SATCLTB  ,D200,SATCLTB,U,S,S,DECEMBER 2009=100,"Transportation commodities less motor fuel in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD200SEFV     ,D200,SEFV,U,S,S,1982-84=100,"Food away from home in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SEHA     ,D200,SEHA,U,S,S,1982-84=100,"Rent of primary residence in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SEHC     ,D200,SEHC,U,S,S,DECEMBER 1982=100,"Owners' equivalent rent of residences in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SEHC01   ,D200,SEHC01,U,S,S,DECEMBER 1982=100,"Owners' equivalent rent of primary residence in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SEHF     ,D200,SEHF,U,S,S,1982-84=100,"Energy services in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SEHF01   ,D200,SEHF01,U,S,S,1982-84=100,"Electricity in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SEHF02   ,D200,SEHF02,U,S,S,1982-84=100,"Utility (piped) gas service in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SETB     ,D200,SETB,U,S,S,1982-84=100,"Motor fuel in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SETB01   ,D200,SETB01,U,S,S,1982-84=100,"Gasoline (all types) in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SS47014  ,D200,SS47014,U,S,S,1982-84=100,"Gasoline, unleaded regular in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD200SS47015  ,D200,SS47015,U,S,S,DECEMBER 1993=100,"Gasoline, unleaded midgrade in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1994,S01,2017,S03
CUUSD200SS47016  ,D200,SS47016,U,S,S,1982-84=100,"Gasoline, unleaded premium in Midwest - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300AA0      ,D300,AA0,U,S,A,DECEMBER 1977=100,"All items - old base in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SA0      ,D300,SA0,U,S,S,1982-84=100,"All items in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SA0E     ,D300,SA0E,U,S,S,1982-84=100,"Energy in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SA0L1E   ,D300,SA0L1E,U,S,S,1982-84=100,"All items less food and energy in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SA0L2    ,D300,SA0L2,U,S,S,1982-84=100,"All items less shelter in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SA0L5    ,D300,SA0L5,U,S,S,1982-84=100,"All items  less medical care in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SA0LE    ,D300,SA0LE,U,S,S,1982-84=100,"All items less energy in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAA      ,D300,SAA,U,S,S,1982-84=100,"Apparel in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAC      ,D300,SAC,U,S,S,1982-84=100,"Commodities in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SACL1    ,D300,SACL1,U,S,S,1982-84=100,"Commodities less food in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SACL11   ,D300,SACL11,U,S,S,1982-84=100,"Commodities less food and beverages in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAD      ,D300,SAD,U,S,S,1982-84=100,"Durables in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAE      ,D300,SAE,U,S,S,DECEMBER 1997=100,"Education and communication in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSD300SAEC     ,D300,SAEC,U,S,S,DECEMBER 2009=100,"Education and communication commodities in South - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD300SAES     ,D300,SAES,U,S,S,DECEMBER 2009=100,"Education and communication services in South - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD300SAF      ,D300,SAF,U,S,S,1982-84=100,"Food and beverages in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAF1     ,D300,SAF1,U,S,S,1982-84=100,"Food in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAF11    ,D300,SAF11,U,S,S,1982-84=100,"Food at home in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAF116   ,D300,SAF116,U,S,S,1982-84=100,"Alcoholic beverages in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAG      ,D300,SAG,U,S,S,1982-84=100,"Other goods and services in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAGC     ,D300,SAGC,U,S,S,DECEMBER 2009=100,"Other goods in South - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD300SAGS     ,D300,SAGS,U,S,S,DECEMBER 2009=100,"Other personal services in South - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD300SAH      ,D300,SAH,U,S,S,1982-84=100,"Housing in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAH1     ,D300,SAH1,U,S,S,1982-84=100,"Shelter in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAH2     ,D300,SAH2,U,S,S,1982-84=100,"Fuels and utilities in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAH21    ,D300,SAH21,U,S,S,1982-84=100,"Household energy in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAH3     ,D300,SAH3,U,S,S,1982-84=100,"Household furnishings and operations in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAH31    ,D300,SAH31,U,S,S,DECEMBER 2009=100,"Household furnishings and supplies in South - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD300SAM      ,D300,SAM,U,S,S,1982-84=100,"Medical care in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAN      ,D300,SAN,U,S,S,1982-84=100,"Nondurables in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SANL1    ,D300,SANL1,U,S,S,1982-84=100,"Nondurables less food in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SANL11   ,D300,SANL11,U,S,S,1982-84=100,"Nondurables less food and beverages in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAR      ,D300,SAR,U,S,S,DECEMBER 1997=100,"Recreation in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSD300SAS      ,D300,SAS,U,S,S,1982-84=100,"Services in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SASL2RS  ,D300,SASL2RS,U,S,S,DECEMBER 1982=100,"Services less rent of shelter in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SASL5    ,D300,SASL5,U,S,S,1982-84=100,"Services less medical care services in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAT      ,D300,SAT,U,S,S,1982-84=100,"Transportation in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SAT1     ,D300,SAT1,U,S,S,1982-84=100,"Private transportation in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SATCLTB  ,D300,SATCLTB,U,S,S,DECEMBER 2009=100,"Transportation commodities less motor fuel in South - Size Class D, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSD300SEFV     ,D300,SEFV,U,S,S,1982-84=100,"Food away from home in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SEHA     ,D300,SEHA,U,S,S,1982-84=100,"Rent of primary residence in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SEHC     ,D300,SEHC,U,S,S,DECEMBER 1982=100,"Owners' equivalent rent of residences in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SEHC01   ,D300,SEHC01,U,S,S,DECEMBER 1982=100,"Owners' equivalent rent of primary residence in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SEHF     ,D300,SEHF,U,S,S,1982-84=100,"Energy services in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SEHF01   ,D300,SEHF01,U,S,S,1982-84=100,"Electricity in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SEHF02   ,D300,SEHF02,U,S,S,1982-84=100,"Utility (piped) gas service in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SETB     ,D300,SETB,U,S,S,1982-84=100,"Motor fuel in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SETB01   ,D300,SETB01,U,S,S,1982-84=100,"Gasoline (all types) in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SS47014  ,D300,SS47014,U,S,S,1982-84=100,"Gasoline, unleaded regular in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSD300SS47015  ,D300,SS47015,U,S,S,DECEMBER 1993=100,"Gasoline, unleaded midgrade in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1994,S01,2017,S03
CUUSD300SS47016  ,D300,SS47016,U,S,S,1982-84=100,"Gasoline, unleaded premium in South - Size Class D, all urban consumers, not seasonally adjusted",          ,1984,S01,2017,S03
CUUSN000SA0      ,N000,SA0,U,S,S,DECEMBER 1996=100,"All items in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1997,S01,2017,S03
CUUSN000SA0E     ,N000,SA0E,U,S,S,DECEMBER 1997=100,"Energy in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SA0L1    ,N000,SA0L1,U,S,S,DECEMBER 1997=100,"All items less food in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SA0L1E   ,N000,SA0L1E,U,S,S,DECEMBER 1997=100,"All items less food and energy in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SA0L2    ,N000,SA0L2,U,S,S,DECEMBER 1997=100,"All items less shelter in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SA0L5    ,N000,SA0L5,U,S,S,DECEMBER 1997=100,"All items less medical care in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SA0LE    ,N000,SA0LE,U,S,S,DECEMBER 1997=100,"All items less energy in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAA      ,N000,SAA,U,S,S,DECEMBER 1997=100,"Apparel in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAC      ,N000,SAC,U,S,S,DECEMBER 1997=100,"Commodities in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SACE     ,N000,SACE,U,S,S,DECEMBER 1997=100,"Energy commodities in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SACL1    ,N000,SACL1,U,S,S,DECEMBER 1997=100,"Commodities less food in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SACL11   ,N000,SACL11,U,S,S,DECEMBER 1997=100,"Commodities less food and beverages in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SACL1E   ,N000,SACL1E,U,S,S,DECEMBER 1997=100,"Commodities less food and energy commodities in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAD      ,N000,SAD,U,S,S,DECEMBER 1997=100,"Durables in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAE      ,N000,SAE,U,S,S,DECEMBER 1997=100,"Education and communication in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAEC     ,N000,SAEC,U,S,S,DECEMBER 2009=100,"Education and communication commodities in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSN000SAES     ,N000,SAES,U,S,S,DECEMBER 2009=100,"Education and communication services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSN000SAF      ,N000,SAF,U,S,S,DECEMBER 1997=100,"Food and beverages in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAF1     ,N000,SAF1,U,S,S,DECEMBER 1997=100,"Food in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAF11    ,N000,SAF11,U,S,S,DECEMBER 1997=100,"Food at home in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAF116   ,N000,SAF116,U,S,S,DECEMBER 1997=100,"Alcoholic beverages in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAG      ,N000,SAG,U,S,S,DECEMBER 1997=100,"Other goods and services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAGC     ,N000,SAGC,U,S,S,DECEMBER 2009=100,"Other goods in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSN000SAGS     ,N000,SAGS,U,S,S,DECEMBER 2009=100,"Other personal services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSN000SAH      ,N000,SAH,U,S,S,DECEMBER 1997=100,"Housing in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAH1     ,N000,SAH1,U,S,S,DECEMBER 1997=100,"Shelter in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAH2     ,N000,SAH2,U,S,S,DECEMBER 1997=100,"Fuels and utilities in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAH21    ,N000,SAH21,U,S,S,DECEMBER 1997=100,"Household energy in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAH3     ,N000,SAH3,U,S,S,DECEMBER 1997=100,"Household furnishings and operations in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAH31    ,N000,SAH31,U,S,S,DECEMBER 2009=100,"Household furnishings and supplies in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSN000SAM      ,N000,SAM,U,S,S,DECEMBER 1997=100,"Medical care in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAM1     ,N000,SAM1,U,S,S,DECEMBER 1997=100,"Medical care commodities in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAM2     ,N000,SAM2,U,S,S,DECEMBER 1997=100,"Medical care services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAN      ,N000,SAN,U,S,S,DECEMBER 1997=100,"Nondurables in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SANL1    ,N000,SANL1,U,S,S,DECEMBER 1997=100,"Nondurables less food in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SANL11   ,N000,SANL11,U,S,S,DECEMBER 1997=100,"Nondurables less food and beverages in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SANL113  ,N000,SANL113,U,S,S,DECEMBER 1997=100,"Nondurables less food, beverages, and apparel in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SANL13   ,N000,SANL13,U,S,S,DECEMBER 1997=100,"Nondurables less food and apparel in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAR      ,N000,SAR,U,S,S,DECEMBER 1997=100,"Recreation in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SARC     ,N000,SARC,U,S,S,DECEMBER 2009=100,"Recreation commodities in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSN000SARS     ,N000,SARS,U,S,S,DECEMBER 2009=100,"Recreation services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
CUUSN000SAS      ,N000,SAS,U,S,S,DECEMBER 1997=100,"Services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAS2RS   ,N000,SAS2RS,U,S,S,DECEMBER 1997=100,"Rent of shelter in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAS367   ,N000,SAS367,U,S,S,DECEMBER 1997=100,"Other services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAS4     ,N000,SAS4,U,S,S,DECEMBER 1997=100,"Transportation services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SASL2RS  ,N000,SASL2RS,U,S,S,DECEMBER 1997=100,"Services less rent of shelter in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SASL5    ,N000,SASL5,U,S,S,DECEMBER 1997=100,"Services less medical care services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SASLE    ,N000,SASLE,U,S,S,DECEMBER 1997=100,"Services less energy services in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAT      ,N000,SAT,U,S,S,DECEMBER 1997=100,"Transportation in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SAT1     ,N000,SAT1,U,S,S,DECEMBER 1997=100,"Private transportation in Size Class B/C, all urban consumers, not seasonally adjusted",          ,1998,S01,2017,S03
CUUSN000SATCLTB  ,N000,SATCLTB,U,S,S,DECEMBER 2009=100,"Transportation commodities less motor fuel in Size Class B/C, all urban consumers, not seasonally adjusted",          ,2010,S01,2017,S03
